time,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,cloud_cover,wind_speed_10m,wind_gusts_10m,precipitation,rain,weather_code
2024-01-01T00:00,17.6,91,16.1,914.0,9,14.2,23.0,0.0,0.0,0
2024-01-01T01:00,16.9,97,16.4,913.5,42,14.4,23.8,0.0,0.0,1
2024-01-01T02:00,16.6,99,16.5,913.1,100,14.4,23.8,0.0,0.0,3
2024-01-01T03:00,16.9,99,16.7,912.9,100,15.1,28.1,0.0,0.0,3
2024-01-01T04:00,17.2,95,16.5,913.3,100,14.4,26.3,0.0,0.0,3
2024-01-01T05:00,17.3,93,16.1,913.7,100,12.0,24.8,0.0,0.0,3
2024-01-01T06:00,16.9,94,15.9,914.4,89,9.7,20.9,0.0,0.0,3
2024-01-01T07:00,17.4,89,15.6,915.3,93,13.0,21.2,0.0,0.0,3
2024-01-01T08:00,19.6,75,15.1,916.3,93,13.7,26.6,0.0,0.0,3
2024-01-01T09:00,21.9,65,14.9,917.2,61,12.4,27.4,0.0,0.0,2
2024-01-01T10:00,24.0,54,14.3,917.3,71,9.0,26.3,0.0,0.0,2
2024-01-01T11:00,25.9,45,13.0,916.8,82,7.0,23.4,0.0,0.0,3
2024-01-01T12:00,27.2,40,12.2,915.9,59,5.2,20.9,0.0,0.0,2
2024-01-01T13:00,28.0,36,11.6,914.7,76,6.2,19.8,0.0,0.0,2
2024-01-01T14:00,28.4,34,11.1,913.7,64,7.6,20.9,0.0,0.0,2
2024-01-01T15:00,28.4,34,10.9,913.4,15,9.7,22.3,0.0,0.0,0
2024-01-01T16:00,27.7,35,10.9,913.3,45,11.6,23.0,0.0,0.0,1
2024-01-01T17:00,26.1,38,10.8,913.2,83,12.4,23.4,0.0,0.0,3
2024-01-01T18:00,23.2,51,12.6,914.1,100,12.7,22.0,0.0,0.0,3
2024-01-01T19:00,22.4,55,13.1,915.1,100,14.7,24.1,0.0,0.0,3
2024-01-01T20:00,21.4,60,13.2,915.3,100,14.8,24.1,0.0,0.0,3
2024-01-01T21:00,20.7,63,13.4,915.6,100,19.1,31.3,0.0,0.0,3
2024-01-01T22:00,20.5,68,14.4,915.3,100,17.9,32.4,0.0,0.0,3
2024-01-01T23:00,20.2,73,15.2,914.7,100,17.0,29.9,0.0,0.0,3
2024-01-02T00:00,19.8,77,15.6,914.0,100,17.7,29.2,0.0,0.0,3
2024-01-02T01:00,18.7,89,16.8,913.4,100,18.8,32.0,0.0,0.0,3
2024-01-02T02:00,18.4,92,17.0,912.9,100,16.9,31.7,0.0,0.0,3
2024-01-02T03:00,18.6,89,16.7,912.8,100,14.8,28.4,0.0,0.0,3
2024-01-02T04:00,18.3,90,16.6,913.0,100,14.4,25.9,0.0,0.0,3
2024-01-02T05:00,18.2,89,16.3,913.3,100,13.5,24.8,0.0,0.0,3
2024-01-02T06:00,18.6,87,16.4,914.3,100,13.8,25.6,0.0,0.0,3
2024-01-02T07:00,18.7,85,16.2,914.9,95,12.0,24.1,0.0,0.0,3
2024-01-02T08:00,19.7,80,16.1,915.7,98,13.1,24.5,0.0,0.0,3
2024-01-02T09:00,20.9,73,15.8,916.0,90,13.7,27.4,0.0,0.0,3
2024-01-02T10:00,22.7,64,15.5,916.1,88,11.6,28.1,0.0,0.0,3
2024-01-02T11:00,24.9,52,14.2,915.8,99,10.5,26.3,0.0,0.0,3
2024-01-02T12:00,26.4,44,13.0,915.0,100,11.6,28.1,0.0,0.0,3
2024-01-02T13:00,27.2,41,12.6,913.8,100,12.0,28.1,0.0,0.0,3
2024-01-02T14:00,27.6,39,12.4,912.9,99,12.8,28.1,0.0,0.0,3
2024-01-02T15:00,27.3,40,12.4,912.5,98,12.6,28.1,0.0,0.0,3
2024-01-02T16:00,26.5,42,12.7,912.5,100,13.0,26.6,0.0,0.0,3
2024-01-02T17:00,25.3,46,12.8,912.8,97,12.8,24.8,0.0,0.0,3
2024-01-02T18:00,23.5,46,11.2,913.6,77,10.1,19.4,0.0,0.0,2
2024-01-02T19:00,22.5,55,12.9,914.5,99,13.7,22.3,0.0,0.0,3
2024-01-02T20:00,21.7,60,13.7,914.9,92,15.0,25.2,0.0,0.0,3
2024-01-02T21:00,20.8,65,14.1,915.1,75,17.9,29.5,0.0,0.0,2
2024-01-02T22:00,20.2,69,14.3,914.9,100,18.4,30.6,0.0,0.0,3
2024-01-02T23:00,19.8,73,14.9,914.5,100,16.9,30.6,0.0,0.0,3
2024-01-03T00:00,19.4,79,15.6,913.9,94,16.0,28.4,0.0,0.0,3
2024-01-03T01:00,18.6,85,16.0,913.2,100,15.2,26.6,0.0,0.0,3
2024-01-03T02:00,18.1,88,16.1,912.5,100,13.8,25.9,0.0,0.0,3
2024-01-03T03:00,17.8,89,15.9,912.1,12,13.8,23.8,0.0,0.0,0
2024-01-03T04:00,16.9,93,15.8,911.8,2,13.1,23.4,0.0,0.0,0
2024-01-03T05:00,16.4,96,15.7,912.2,25,14.2,23.4,0.0,0.0,1
2024-01-03T06:00,17.3,90,15.7,913.1,100,13.3,23.0,0.0,0.0,3
2024-01-03T07:00,17.8,87,15.6,914.1,97,14.7,25.9,0.0,0.0,3
2024-01-03T08:00,18.8,81,15.4,915.2,33,15.0,28.1,0.0,0.0,1
2024-01-03T09:00,21.1,69,15.3,916.0,38,13.2,29.2,0.0,0.0,1
2024-01-03T10:00,22.9,61,15.0,916.2,28,11.7,27.7,0.0,0.0,1
2024-01-03T11:00,24.7,54,14.6,915.8,9,10.3,27.0,0.0,0.0,0
2024-01-03T12:00,25.9,48,14.2,914.8,8,8.4,25.2,0.0,0.0,0
2024-01-03T13:00,26.8,43,13.4,913.7,60,8.9,23.8,0.0,0.0,2
2024-01-03T14:00,27.2,41,12.9,913.0,100,9.7,23.8,0.0,0.0,3
2024-01-03T15:00,27.4,40,12.7,912.6,100,8.6,23.8,0.0,0.0,3
2024-01-03T16:00,26.7,42,12.6,912.2,100,10.2,21.2,0.0,0.0,3
2024-01-03T17:00,25.5,45,12.6,912.4,100,13.4,24.1,0.0,0.0,3
2024-01-03T18:00,23.0,52,12.6,912.6,88,7.9,18.7,0.0,0.0,3
2024-01-03T19:00,22.7,53,12.6,913.2,100,9.5,14.8,0.0,0.0,3
2024-01-03T20:00,21.7,64,14.6,913.8,100,15.9,26.6,0.0,0.0,3
2024-01-03T21:00,21.1,72,15.8,914.0,98,14.5,26.6,0.0,0.0,3
2024-01-03T22:00,20.4,80,16.8,913.9,58,16.9,28.1,0.0,0.0,2
2024-01-03T23:00,19.5,87,17.4,913.7,37,15.3,28.4,0.0,0.0,1
2024-01-04T00:00,19.0,91,17.5,913.0,37,15.3,25.9,0.0,0.0,1
2024-01-04T01:00,18.6,94,17.5,912.4,39,15.7,25.9,0.0,0.0,1
2024-01-04T02:00,18.2,95,17.5,911.7,71,14.7,26.3,0.0,0.0,2
2024-01-04T03:00,18.2,96,17.5,912.0,100,12.7,24.1,0.0,0.0,3
2024-01-04T04:00,18.5,93,17.3,912.2,100,14.8,24.8,0.0,0.0,3
2024-01-04T05:00,18.6,91,17.0,912.6,100,14.8,25.9,0.0,0.0,3
2024-01-04T06:00,19.4,84,16.7,913.9,99,14.8,25.9,0.1,0.1,51
2024-01-04T07:00,19.2,88,17.2,914.6,71,14.2,25.6,1.8,1.8,61
2024-01-04T08:00,19.9,85,17.3,915.4,91,17.7,30.6,0.5,0.5,53
2024-01-04T09:00,20.9,78,17.0,915.8,99,16.5,32.0,0.1,0.1,51
2024-01-04T10:00,21.7,73,16.7,915.8,77,14.7,30.6,0.2,0.2,51
2024-01-04T11:00,24.4,60,16.1,915.6,100,13.7,29.2,0.0,0.0,3
2024-01-04T12:00,24.8,58,15.9,914.4,100,13.4,29.5,0.0,0.0,3
2024-01-04T13:00,25.4,54,15.6,913.3,100,11.2,27.7,0.0,0.0,3
2024-01-04T14:00,25.5,54,15.6,912.5,100,11.5,24.8,0.0,0.0,3
2024-01-04T15:00,25.2,55,15.5,911.8,100,13.0,24.8,0.0,0.0,3
2024-01-04T16:00,25.0,55,15.3,911.9,100,12.6,24.5,0.0,0.0,3
2024-01-04T17:00,23.9,61,15.8,912.2,100,15.5,25.9,0.0,0.0,3
2024-01-04T18:00,22.0,61,14.2,913.1,100,13.2,24.1,0.0,0.0,3
2024-01-04T19:00,21.7,63,14.3,913.8,100,10.6,22.0,0.0,0.0,3
2024-01-04T20:00,21.5,64,14.5,914.1,100,12.7,20.2,0.0,0.0,3
2024-01-04T21:00,21.0,68,14.9,914.4,100,10.9,21.6,0.0,0.0,3
2024-01-04T22:00,20.4,72,15.3,914.1,100,12.6,20.5,0.0,0.0,3
2024-01-04T23:00,20.0,77,15.9,913.8,100,14.6,23.8,0.0,0.0,3
2024-01-05T00:00,19.7,84,17.0,913.4,100,14.9,24.8,0.0,0.0,3
2024-01-05T01:00,19.4,88,17.4,913.0,98,13.0,24.8,0.0,0.0,3
2024-01-05T02:00,19.1,89,17.3,912.3,100,12.1,21.6,0.0,0.0,3
2024-01-05T03:00,19.1,88,17.1,912.4,100,10.8,20.2,0.0,0.0,3
2024-01-05T04:00,19.1,87,16.9,912.4,100,12.9,21.6,0.0,0.0,3
2024-01-05T05:00,19.1,87,16.8,912.8,100,13.1,22.7,0.0,0.0,3
2024-01-05T06:00,18.6,95,17.9,913.6,65,11.4,20.2,0.0,0.0,2
2024-01-05T07:00,18.9,93,17.8,914.3,52,13.0,21.2,0.0,0.0,2
2024-01-05T08:00,20.9,81,17.5,915.4,55,13.1,25.2,0.0,0.0,2
2024-01-05T09:00,23.2,69,17.3,915.9,34,12.1,25.9,0.0,0.0,1
2024-01-05T10:00,25.5,58,16.6,915.9,92,9.5,25.6,0.0,0.0,3
2024-01-05T11:00,26.6,54,16.4,915.0,100,8.9,23.4,0.0,0.0,3
2024-01-05T12:00,26.3,56,16.7,914.0,87,11.6,25.6,0.0,0.0,3
2024-01-05T13:00,27.0,53,16.7,913.2,32,9.9,26.6,0.0,0.0,1
2024-01-05T14:00,26.8,53,16.3,912.5,34,8.7,24.1,0.2,0.2,51
2024-01-05T15:00,26.7,53,16.3,912.3,69,9.3,22.0,0.0,0.0,2
2024-01-05T16:00,26.3,54,16.4,912.3,38,8.9,21.2,0.0,0.0,1
2024-01-05T17:00,25.6,56,16.2,912.6,32,9.3,19.1,0.0,0.0,1
2024-01-05T18:00,22.3,74,17.5,913.3,71,10.2,20.9,0.0,0.0,2
2024-01-05T19:00,22.2,75,17.6,914.0,100,11.2,18.0,0.0,0.0,3
2024-01-05T20:00,22.3,73,17.1,914.6,100,14.9,24.5,0.0,0.0,3
2024-01-05T21:00,21.9,73,16.8,914.6,100,16.1,26.6,0.0,0.0,3
2024-01-05T22:00,21.2,75,16.6,914.2,100,16.2,27.7,0.0,0.0,3
2024-01-05T23:00,20.7,78,16.8,914.2,100,15.7,27.4,0.0,0.0,3
2024-01-06T00:00,20.2,82,17.1,914.0,100,15.3,26.3,0.0,0.0,3
2024-01-06T01:00,19.8,85,17.3,913.6,100,15.0,25.9,0.1,0.1,51
2024-01-06T02:00,19.7,87,17.4,912.9,100,13.1,25.6,0.1,0.1,51
2024-01-06T03:00,19.6,88,17.6,912.6,100,13.3,23.4,0.3,0.3,51
2024-01-06T04:00,19.4,90,17.8,912.4,100,14.9,24.5,0.3,0.3,51
2024-01-06T05:00,19.3,91,17.8,912.8,100,16.3,27.0,0.1,0.1,51
2024-01-06T06:00,19.7,95,18.8,913.3,48,14.4,25.2,0.0,0.0,1
2024-01-06T07:00,19.7,95,18.8,913.9,19,15.1,24.8,0.0,0.0,0
2024-01-06T08:00,21.1,85,18.6,915.2,49,17.3,31.7,0.0,0.0,1
2024-01-06T09:00,23.1,72,17.9,916.0,41,15.1,31.7,0.0,0.0,1
2024-01-06T10:00,25.0,62,17.2,915.9,5,14.8,30.2,0.0,0.0,0
2024-01-06T11:00,26.7,53,16.4,915.3,9,13.7,31.0,0.0,0.0,0
2024-01-06T12:00,27.9,47,15.6,914.2,22,11.3,29.5,0.0,0.0,1
2024-01-06T13:00,28.4,45,15.5,913.3,33,9.4,25.9,0.2,0.2,51
2024-01-06T14:00,28.5,45,15.4,912.3,9,10.7,24.5,0.1,0.1,51
2024-01-06T15:00,28.7,44,15.1,912.0,17,10.9,24.8,0.0,0.0,0
2024-01-06T16:00,28.1,44,14.8,912.0,25,12.2,23.8,0.0,0.0,1
2024-01-06T17:00,26.1,53,15.7,912.4,73,16.5,28.8,0.0,0.0,2
2024-01-06T18:00,23.3,68,17.1,913.5,41,14.3,24.1,0.0,0.0,1
2024-01-06T19:00,22.4,73,17.2,914.3,31,14.8,23.8,0.0,0.0,1
2024-01-06T20:00,21.5,78,17.6,914.9,27,16.3,28.4,0.0,0.0,1
2024-01-06T21:00,20.4,86,18.0,915.0,75,17.0,28.1,0.0,0.0,2
2024-01-06T22:00,19.5,92,18.3,915.0,100,16.2,28.8,0.0,0.0,3
2024-01-06T23:00,19.3,94,18.3,914.5,100,15.0,27.0,0.0,0.0,3
2024-01-07T00:00,19.2,93,18.1,914.1,100,14.9,25.6,0.0,0.0,3
2024-01-07T01:00,18.9,93,17.8,913.7,100,14.4,25.2,0.0,0.0,3
2024-01-07T02:00,18.7,92,17.5,913.0,100,13.5,24.5,0.0,0.0,3
2024-01-07T03:00,18.4,93,17.3,912.6,91,10.8,23.0,0.0,0.0,3
2024-01-07T04:00,17.7,95,17.0,912.5,65,10.2,18.7,0.0,0.0,2
2024-01-07T05:00,17.0,97,16.6,913.0,98,10.1,17.3,0.0,0.0,3
2024-01-07T06:00,17.8,94,16.9,913.8,97,9.0,15.5,0.0,0.0,3
2024-01-07T07:00,18.6,87,16.3,914.9,62,12.6,22.7,0.0,0.0,2
2024-01-07T08:00,19.9,78,16.0,915.9,36,14.1,27.0,0.0,0.0,1
2024-01-07T09:00,21.9,67,15.5,916.7,91,14.4,29.2,0.0,0.0,3
2024-01-07T10:00,24.1,57,15.1,916.8,82,14.2,30.2,0.0,0.0,3
2024-01-07T11:00,25.9,48,14.2,916.1,92,15.5,32.0,0.0,0.0,3
2024-01-07T12:00,26.8,48,14.9,915.3,97,17.7,36.0,0.0,0.0,3
2024-01-07T13:00,27.4,46,14.9,914.2,94,16.9,36.0,0.0,0.0,3
2024-01-07T14:00,27.6,45,14.7,913.2,100,17.6,35.3,0.0,0.0,3
2024-01-07T15:00,27.8,43,14.2,912.6,72,16.6,34.9,0.0,0.0,2
2024-01-07T16:00,27.0,45,14.2,912.4,33,16.4,32.4,0.0,0.0,1
2024-01-07T17:00,26.5,45,13.6,912.7,70,13.2,30.2,0.0,0.0,2
2024-01-07T18:00,23.8,55,14.3,912.8,14,8.0,14.8,0.0,0.0,0
2024-01-07T19:00,22.9,59,14.5,913.6,27,12.6,18.7,0.0,0.0,1
2024-01-07T20:00,21.7,72,16.4,914.5,33,16.6,28.1,0.0,0.0,1
2024-01-07T21:00,20.7,79,16.9,914.8,78,16.4,28.1,0.0,0.0,2
2024-01-07T22:00,20.1,84,17.3,914.8,100,16.6,27.7,0.0,0.0,3
2024-01-07T23:00,19.5,90,17.8,914.7,100,18.1,30.6,0.0,0.0,3
2024-01-08T00:00,19.1,93,17.9,914.2,100,19.5,33.1,0.0,0.0,3
2024-01-08T01:00,18.9,92,17.6,913.6,100,18.8,33.8,0.0,0.0,3
2024-01-08T02:00,18.4,94,17.5,913.0,100,17.3,32.0,0.0,0.0,3
2024-01-08T03:00,18.6,94,17.6,912.8,100,17.3,29.9,0.0,0.0,3
2024-01-08T04:00,18.9,93,17.7,912.8,100,18.0,29.9,0.0,0.0,3
2024-01-08T05:00,19.2,93,18.0,913.0,100,18.4,31.7,0.0,0.0,3
2024-01-08T06:00,19.2,89,17.4,913.8,100,17.7,32.0,0.1,0.1,51
2024-01-08T07:00,19.3,90,17.6,914.7,100,17.7,29.9,0.1,0.1,51
2024-01-08T08:00,20.2,87,17.9,915.7,100,21.1,36.7,0.2,0.2,51
2024-01-08T09:00,20.1,92,18.8,916.0,100,19.2,37.4,0.8,0.8,53
2024-01-08T10:00,21.6,83,18.5,916.3,100,20.4,37.8,0.3,0.3,51
2024-01-08T11:00,22.8,76,18.2,915.9,100,18.5,36.4,0.1,0.1,51
2024-01-08T12:00,23.2,74,18.3,915.1,100,18.4,32.8,0.1,0.1,51
2024-01-08T13:00,23.3,74,18.5,914.2,100,18.8,33.8,0.0,0.0,3
2024-01-08T14:00,23.5,73,18.4,913.5,100,20.3,36.0,0.1,0.1,51
2024-01-08T15:00,21.8,82,18.5,913.1,100,19.1,36.4,0.2,0.2,51
2024-01-08T16:00,22.0,80,18.3,913.4,100,21.2,37.8,0.1,0.1,51
2024-01-08T17:00,20.6,89,18.8,913.6,100,15.6,37.4,0.2,0.2,51
2024-01-08T18:00,20.2,95,19.3,914.0,100,14.4,26.6,0.0,0.0,3
2024-01-08T19:00,19.8,95,19.1,914.9,98,15.9,26.3,0.0,0.0,3
2024-01-08T20:00,19.4,96,18.8,915.2,100,16.9,28.4,0.0,0.0,3
2024-01-08T21:00,19.3,96,18.7,915.7,100,15.8,28.4,0.0,0.0,3
2024-01-08T22:00,19.5,95,18.7,915.7,100,13.3,26.6,0.0,0.0,3
2024-01-08T23:00,19.6,94,18.6,915.2,100,13.7,22.7,0.1,0.1,51
2024-01-09T00:00,19.4,94,18.4,914.8,100,15.5,26.3,0.0,0.0,3
2024-01-09T01:00,19.1,94,18.2,914.1,100,12.7,25.6,0.1,0.1,51
2024-01-09T02:00,19.0,95,18.2,913.5,100,11.7,21.6,0.1,0.1,51
2024-01-09T03:00,19.0,95,18.1,913.2,100,12.6,21.6,0.1,0.1,51
2024-01-09T04:00,18.9,95,18.1,913.4,100,11.6,21.2,0.2,0.2,51
2024-01-09T05:00,18.8,94,17.8,913.9,100,12.8,20.9,0.0,0.0,3
2024-01-09T06:00,19.1,96,18.5,914.1,78,16.4,27.7,0.0,0.0,2
2024-01-09T07:00,19.0,95,18.2,914.9,20,16.1,27.7,0.0,0.0,1
2024-01-09T08:00,20.4,86,17.9,915.9,34,21.3,37.4,0.0,0.0,1
2024-01-09T09:00,22.8,72,17.4,916.8,47,22.3,39.2,0.0,0.0,1
2024-01-09T10:00,24.4,64,17.2,917.0,76,22.5,41.8,0.0,0.0,2
2024-01-09T11:00,25.5,60,17.1,916.6,83,22.5,42.5,0.0,0.0,3
2024-01-09T12:00,25.4,60,17.0,915.5,97,22.2,42.1,0.3,0.3,51
2024-01-09T13:00,25.4,62,17.6,914.4,60,23.4,43.6,0.2,0.2,51
2024-01-09T14:00,26.1,56,16.5,913.4,65,22.7,43.2,0.0,0.0,2
2024-01-09T15:00,26.6,53,16.2,913.4,75,22.7,42.1,0.0,0.0,2
2024-01-09T16:00,24.9,59,16.4,913.7,100,25.3,44.3,0.0,0.0,3
2024-01-09T17:00,23.5,63,16.1,913.9,100,21.5,45.0,0.0,0.0,3
2024-01-09T18:00,21.9,67,15.4,914.6,100,16.7,31.3,0.0,0.0,3
2024-01-09T19:00,21.0,68,15.0,915.1,100,16.3,28.1,0.0,0.0,3
2024-01-09T20:00,20.5,72,15.3,915.4,100,15.9,27.7,0.0,0.0,3
2024-01-09T21:00,20.2,75,15.7,915.7,100,16.2,27.0,0.0,0.0,3
2024-01-09T22:00,19.5,81,16.2,915.5,98,16.2,27.4,0.0,0.0,3
2024-01-09T23:00,18.9,85,16.3,915.1,96,17.1,29.2,0.0,0.0,3
2024-01-10T00:00,18.3,87,16.1,914.5,100,15.1,28.8,0.0,0.0,3
2024-01-10T01:00,18.1,90,16.4,914.2,100,14.4,25.2,0.0,0.0,3
2024-01-10T02:00,17.7,93,16.5,913.5,100,13.0,24.5,0.0,0.0,3
2024-01-10T03:00,17.5,93,16.3,912.8,100,14.0,23.0,0.0,0.0,3
2024-01-10T04:00,17.2,92,16.0,912.5,100,14.4,23.8,0.0,0.0,3
2024-01-10T05:00,17.2,90,15.6,912.5,81,16.2,27.0,0.0,0.0,3
2024-01-10T06:00,17.4,93,16.2,913.6,28,17.3,29.5,0.0,0.0,1
2024-01-10T07:00,17.8,89,16.0,914.3,21,18.4,30.2,0.0,0.0,1
2024-01-10T08:00,19.9,73,14.9,915.4,26,18.0,33.8,0.0,0.0,1
2024-01-10T09:00,22.1,58,13.5,916.1,98,16.6,33.1,0.0,0.0,3
2024-01-10T10:00,23.0,57,13.9,916.1,81,16.5,31.7,0.0,0.0,3
2024-01-10T11:00,24.2,58,15.3,916.2,93,17.6,34.6,0.0,0.0,3
2024-01-10T12:00,25.0,57,15.8,915.1,100,19.1,36.7,0.0,0.0,3
2024-01-10T13:00,24.7,55,15.2,914.1,100,17.2,36.7,0.0,0.0,3
2024-01-10T14:00,24.7,54,14.9,913.2,100,16.7,32.4,0.0,0.0,3
2024-01-10T15:00,24.2,52,13.8,913.1,100,17.9,32.0,0.0,0.0,3
2024-01-10T16:00,23.3,54,13.6,913.2,100,16.5,32.0,0.0,0.0,3
2024-01-10T17:00,22.5,58,13.8,913.7,100,13.6,28.1,0.0,0.0,3
2024-01-10T18:00,22.5,57,13.6,914.7,99,13.4,22.3,0.0,0.0,3
2024-01-10T19:00,21.7,62,14.1,915.3,100,11.7,22.0,0.0,0.0,3
2024-01-10T20:00,21.4,66,14.9,916.0,100,13.0,20.9,0.0,0.0,3
2024-01-10T21:00,21.2,69,15.3,916.5,100,15.1,24.8,0.0,0.0,3
2024-01-10T22:00,20.7,74,15.8,916.3,100,15.5,26.3,0.0,0.0,3
2024-01-10T23:00,19.7,79,16.0,916.0,89,14.8,26.3,0.0,0.0,3
2024-01-11T00:00,19.0,82,15.9,915.4,83,13.3,24.5,0.0,0.0,3
2024-01-11T01:00,18.3,88,16.2,914.7,79,11.6,22.3,0.0,0.0,2
2024-01-11T02:00,17.6,94,16.6,914.0,56,9.8,18.7,0.0,0.0,2
2024-01-11T03:00,17.3,97,16.8,913.5,62,9.8,16.6,0.0,0.0,2
2024-01-11T04:00,17.1,97,16.7,913.3,73,9.9,16.6,0.0,0.0,2
2024-01-11T05:00,17.1,96,16.4,913.5,43,12.3,20.2,0.0,0.0,1
2024-01-11T06:00,17.0,97,16.5,914.9,100,13.4,24.1,0.0,0.0,3
2024-01-11T07:00,17.7,90,16.0,915.7,100,15.5,25.9,0.0,0.0,3
2024-01-11T08:00,19.1,81,15.8,916.8,28,13.4,27.0,0.0,0.0,1
2024-01-11T09:00,22.0,61,14.2,917.3,51,15.5,29.9,0.0,0.0,2
2024-01-11T10:00,24.3,47,12.4,917.6,40,17.1,33.8,0.0,0.0,1
2024-01-11T11:00,26.0,40,11.5,917.2,81,17.2,34.6,0.0,0.0,3
2024-01-11T12:00,27.0,40,12.2,916.0,64,17.2,34.9,0.0,0.0,2
2024-01-11T13:00,27.6,40,12.8,915.0,52,17.0,34.6,0.0,0.0,2
2024-01-11T14:00,27.8,40,12.9,914.1,0,17.3,34.6,0.0,0.0,0
2024-01-11T15:00,27.6,40,12.8,913.8,52,17.3,34.2,0.0,0.0,2
2024-01-11T16:00,26.7,42,12.8,913.7,0,17.7,33.5,0.0,0.0,0
2024-01-11T17:00,25.2,49,13.6,913.8,69,14.5,32.0,0.0,0.0,2
2024-01-11T18:00,22.7,52,12.4,913.6,0,10.4,21.2,0.0,0.0,0
2024-01-11T19:00,21.3,58,12.8,914.4,1,11.6,19.1,0.0,0.0,0
2024-01-11T20:00,20.2,65,13.5,915.0,0,11.9,19.4,0.0,0.0,0
2024-01-11T21:00,19.3,73,14.2,915.4,1,12.6,20.5,0.0,0.0,0
2024-01-11T22:00,18.6,78,14.7,915.4,0,13.7,22.3,0.0,0.0,0
2024-01-11T23:00,18.0,81,14.7,915.1,3,13.7,22.7,0.0,0.0,0
2024-01-12T00:00,17.3,84,14.6,914.3,78,13.0,22.3,0.0,0.0,2
2024-01-12T01:00,16.6,89,14.7,913.4,90,13.3,22.0,0.0,0.0,3
2024-01-12T02:00,16.1,91,14.7,912.6,92,12.8,22.0,0.0,0.0,3
2024-01-12T03:00,15.7,93,14.5,912.5,94,13.0,21.2,0.0,0.0,3
2024-01-12T04:00,15.6,93,14.4,912.6,96,14.5,23.8,0.0,0.0,3
2024-01-12T05:00,15.6,91,14.1,912.7,85,15.3,25.2,0.0,0.0,3
2024-01-12T06:00,16.1,87,13.9,914.0,90,16.9,28.8,0.0,0.0,3
2024-01-12T07:00,16.8,82,13.8,915.0,91,18.7,30.2,0.0,0.0,3
2024-01-12T08:00,19.6,63,12.4,916.3,88,19.1,35.6,0.0,0.0,3
2024-01-12T09:00,21.8,58,13.1,916.8,100,19.5,36.4,0.0,0.0,3
2024-01-12T10:00,24.0,49,12.5,917.1,65,21.0,40.0,0.0,0.0,2
2024-01-12T11:00,25.7,43,12.1,916.7,80,22.6,42.5,0.0,0.0,3
2024-01-12T12:00,26.8,40,12.1,916.0,42,23.4,44.3,0.0,0.0,1
2024-01-12T13:00,27.3,38,11.6,915.2,12,22.9,44.3,0.0,0.0,0
2024-01-12T14:00,27.2,41,12.8,914.5,13,21.9,43.2,0.0,0.0,0
2024-01-12T15:00,26.7,45,13.9,914.1,37,20.6,41.8,0.0,0.0,1
2024-01-12T16:00,25.9,48,13.9,913.9,65,19.5,38.5,0.0,0.0,2
2024-01-12T17:00,24.5,52,14.1,914.2,74,16.5,35.3,0.0,0.0,2
2024-01-12T18:00,22.6,58,13.9,914.3,14,14.4,29.2,0.0,0.0,0
2024-01-12T19:00,21.4,63,14.0,915.1,8,15.6,25.9,0.0,0.0,0
2024-01-12T20:00,20.5,68,14.4,915.8,30,15.5,26.6,0.0,0.0,1
2024-01-12T21:00,19.7,74,15.0,916.0,99,13.0,25.9,0.0,0.0,3
2024-01-12T22:00,18.9,81,15.5,915.8,79,10.6,21.2,0.0,0.0,2
2024-01-12T23:00,17.9,88,15.8,915.7,82,8.3,17.3,0.0,0.0,3
2024-01-13T00:00,17.2,93,16.0,915.1,47,7.9,13.3,0.0,0.0,1
2024-01-13T01:00,16.8,95,16.0,914.5,0,7.9,13.3,0.0,0.0,0
2024-01-13T02:00,16.4,97,15.9,913.6,0,7.9,13.3,0.0,0.0,0
2024-01-13T03:00,16.2,97,15.6,913.1,30,7.9,13.3,0.0,0.0,1
2024-01-13T04:00,16.0,97,15.5,912.9,84,7.9,13.0,0.0,0.0,3
2024-01-13T05:00,15.8,97,15.3,913.1,92,7.6,13.0,0.0,0.0,3
2024-01-13T06:00,16.2,99,16.0,914.6,98,6.5,12.2,0.0,0.0,3
2024-01-13T07:00,16.9,97,16.5,915.7,100,9.7,14.4,0.0,0.0,3
2024-01-13T08:00,18.9,88,17.0,917.1,100,9.1,19.4,0.0,0.0,3
2024-01-13T09:00,21.6,73,16.4,917.9,100,11.5,24.8,0.0,0.0,3
2024-01-13T10:00,24.0,57,15.0,918.0,100,13.7,29.2,0.0,0.0,3
2024-01-13T11:00,25.8,47,13.7,917.6,100,14.4,30.6,0.0,0.0,3
2024-01-13T12:00,27.1,43,13.3,916.8,100,15.2,32.0,0.0,0.0,3
2024-01-13T13:00,27.8,42,13.7,915.9,100,15.2,32.4,0.0,0.0,3
2024-01-13T14:00,28.5,40,13.4,915.2,100,15.1,32.0,0.0,0.0,3
2024-01-13T15:00,27.9,40,13.2,914.7,99,14.3,31.3,0.0,0.0,3
2024-01-13T16:00,27.0,42,13.0,914.3,44,13.6,28.1,0.0,0.0,1
2024-01-13T17:00,26.1,46,13.5,914.4,25,10.8,25.2,0.0,0.0,1
2024-01-13T18:00,22.8,60,14.5,914.6,36,10.6,19.8,0.0,0.0,1
2024-01-13T19:00,21.5,67,15.2,915.1,47,11.5,18.7,0.0,0.0,1
2024-01-13T20:00,20.8,70,15.2,915.8,10,11.4,19.1,0.0,0.0,0
