time,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,cloud_cover,wind_speed_10m,wind_gusts_10m,precipitation,rain,weather_code
2024-04-30T13:00,38.3,17,8.6,911.8,100,8.7,23.8,0.0,0.0,3
2024-04-30T14:00,38.6,15,7.5,910.7,72,15.3,32.8,0.0,0.0,2
2024-04-30T15:00,38.0,15,7.2,909.9,68,15.9,34.6,0.0,0.0,2
2024-04-30T16:00,37.5,16,7.3,909.4,46,13.1,33.1,0.0,0.0,1
2024-04-30T17:00,36.8,18,8.2,909.0,100,15.5,28.1,0.0,0.0,3
2024-04-30T18:00,33.4,24,9.8,910.0,100,11.2,23.4,0.0,0.0,3
2024-04-30T19:00,31.8,26,9.9,910.5,96,12.8,20.5,0.0,0.0,3
2024-04-30T20:00,31.2,27,9.9,910.9,100,12.0,23.0,0.0,0.0,3
2024-04-30T21:00,30.5,28,10.0,911.2,98,14.5,23.4,0.0,0.0,3
2024-04-30T22:00,29.7,31,10.6,911.5,100,15.9,26.6,0.0,0.0,3
2024-04-30T23:00,28.5,37,12.3,911.2,100,10.6,26.6,0.0,0.0,3
2024-05-01T00:00,27.2,40,12.3,910.6,100,7.9,17.3,0.0,0.0,3
2024-05-01T01:00,26.4,44,13.1,910.3,100,10.6,17.6,0.0,0.0,3
2024-05-01T02:00,25.1,64,17.7,909.6,100,10.9,18.0,0.0,0.0,3
2024-05-01T03:00,24.3,78,20.3,909.3,100,11.8,19.8,0.0,0.0,3
2024-05-01T04:00,23.7,84,20.9,909.3,100,10.8,19.8,0.0,0.0,3
2024-05-01T05:00,23.2,87,21.0,909.5,82,10.5,18.0,0.0,0.0,3
2024-05-01T06:00,24.2,88,22.1,910.1,100,13.1,21.6,0.0,0.0,3
2024-05-01T07:00,25.8,80,22.0,911.3,100,12.9,25.2,0.0,0.0,3
2024-05-01T08:00,28.2,67,21.5,912.0,100,12.3,26.6,0.0,0.0,3
2024-05-01T09:00,31.0,53,20.2,912.1,100,12.7,29.2,0.0,0.0,3
2024-05-01T10:00,33.6,41,18.7,912.0,100,11.2,29.2,0.0,0.0,3
2024-05-01T11:00,35.8,31,15.9,911.7,100,5.8,28.1,0.0,0.0,3
2024-05-01T12:00,37.7,22,12.6,910.9,100,2.3,21.6,0.0,0.0,3
2024-05-01T13:00,38.7,20,11.6,909.8,100,2.9,18.7,0.0,0.0,3
2024-05-01T14:00,39.5,18,10.6,909.0,99,4.7,19.4,0.0,0.0,3
2024-05-01T15:00,39.0,18,10.1,908.0,99,3.8,19.1,0.0,0.0,3
2024-05-01T16:00,38.7,18,9.8,907.7,100,5.7,16.9,0.0,0.0,3
2024-05-01T17:00,37.9,18,9.4,907.6,100,6.6,16.9,0.0,0.0,3
2024-05-01T18:00,35.6,22,10.6,908.7,100,2.0,6.1,0.0,0.0,3
2024-05-01T19:00,33.7,25,11.0,909.3,100,3.3,3.6,0.0,0.0,3
2024-05-01T20:00,32.2,29,12.0,909.7,100,5.9,6.5,0.0,0.0,3
2024-05-01T21:00,32.7,28,12.0,910.3,100,3.3,7.2,0.0,0.0,3
2024-05-01T22:00,32.7,29,12.5,910.3,100,5.0,5.8,0.0,0.0,3
2024-05-01T23:00,30.1,35,12.9,909.9,83,14.3,19.4,0.0,0.0,3
2024-05-02T00:00,28.4,52,17.7,909.4,1,16.3,31.3,0.0,0.0,0
2024-05-02T01:00,27.2,61,19.0,909.1,96,13.8,27.0,0.0,0.0,3
2024-05-02T02:00,26.4,70,20.5,908.7,21,11.6,22.7,0.0,0.0,1
2024-05-02T03:00,25.8,74,20.8,908.4,3,10.9,19.1,0.0,0.0,0
2024-05-02T04:00,25.2,77,20.9,908.8,0,11.0,18.4,0.0,0.0,0
2024-05-02T05:00,24.7,81,21.3,909.3,17,11.0,18.4,0.0,0.0,0
2024-05-02T06:00,25.4,83,22.3,910.1,100,10.4,18.0,0.0,0.0,3
2024-05-02T07:00,26.9,77,22.6,911.2,100,9.1,20.2,0.0,0.0,3
2024-05-02T08:00,29.4,64,21.9,912.4,59,10.2,23.8,0.0,0.0,2
2024-05-02T09:00,32.0,49,20.1,912.8,7,11.0,26.6,0.0,0.0,0
2024-05-02T10:00,34.0,38,17.7,912.8,52,8.6,26.6,0.0,0.0,2
2024-05-02T11:00,35.4,32,16.4,912.3,100,6.4,24.8,0.0,0.0,3
2024-05-02T12:00,36.6,28,15.2,911.4,93,4.9,22.3,0.0,0.0,3
2024-05-02T13:00,37.7,25,14.6,910.5,99,1.8,19.8,0.0,0.0,3
2024-05-02T14:00,37.9,24,14.1,909.6,99,0.8,16.9,0.0,0.0,3
2024-05-02T15:00,37.8,24,13.9,908.8,100,2.2,15.1,0.0,0.0,3
2024-05-02T16:00,37.6,24,13.5,908.3,100,4.0,14.8,0.0,0.0,3
2024-05-02T17:00,36.7,24,13.1,908.4,71,5.4,14.8,0.0,0.0,2
2024-05-02T18:00,31.3,43,17.2,910.6,58,18.1,26.6,0.5,0.5,53
2024-05-02T19:00,30.2,42,16.0,910.6,62,17.4,35.3,0.1,0.1,51
2024-05-02T20:00,29.6,44,16.2,911.2,100,11.5,33.8,0.0,0.0,3
2024-05-02T21:00,29.7,43,16.0,911.6,99,11.2,20.2,0.0,0.0,3
2024-05-02T22:00,29.6,43,15.5,911.4,97,12.3,20.9,0.0,0.0,3
2024-05-02T23:00,29.2,43,15.2,910.8,100,9.0,19.4,0.0,0.0,3
2024-05-03T00:00,28.8,43,14.8,910.0,99,8.3,14.8,0.0,0.0,3
2024-05-03T01:00,28.6,42,14.5,909.6,100,10.8,17.6,0.0,0.0,3
2024-05-03T02:00,28.1,44,14.8,909.4,100,13.6,22.7,0.0,0.0,3
2024-05-03T03:00,27.1,50,15.9,909.2,100,13.1,23.0,0.0,0.0,3
2024-05-03T04:00,26.2,62,18.2,909.5,100,10.2,22.0,0.0,0.0,3
2024-05-03T05:00,25.5,73,20.4,910.0,100,9.7,16.6,0.0,0.0,3
2024-05-03T06:00,26.7,68,20.3,910.7,100,8.9,14.8,0.0,0.0,3
2024-05-03T07:00,28.4,68,21.9,912.0,100,9.7,20.2,0.0,0.0,3
2024-05-03T08:00,30.8,58,21.7,913.0,100,12.6,27.0,0.0,0.0,3
2024-05-03T09:00,33.0,48,20.6,913.5,100,11.7,27.7,0.0,0.0,3
2024-05-03T10:00,34.8,38,18.5,913.4,100,8.0,27.4,0.0,0.0,3
2024-05-03T11:00,36.1,33,17.4,912.9,100,3.3,23.4,0.0,0.0,3
2024-05-03T12:00,37.5,29,16.3,912.2,100,1.5,18.0,0.0,0.0,3
2024-05-03T13:00,36.3,30,16.0,910.8,100,14.4,29.9,0.1,0.1,51
2024-05-03T14:00,35.8,29,15.0,910.2,100,7.9,37.1,0.1,0.1,51
2024-05-03T15:00,32.5,45,19.1,909.6,100,17.0,36.4,0.0,0.0,3
2024-05-03T16:00,32.6,40,17.2,910.2,100,9.9,34.2,0.0,0.0,3
2024-05-03T17:00,27.6,63,19.9,910.8,100,19.4,38.2,0.0,0.0,3
2024-05-03T18:00,26.9,69,20.8,911.4,100,19.4,37.1,0.0,0.0,3
2024-05-03T19:00,26.4,70,20.6,911.0,100,7.9,33.1,0.0,0.0,3
2024-05-03T20:00,26.6,70,20.6,911.8,100,6.5,14.4,0.0,0.0,3
2024-05-03T21:00,25.7,77,21.4,912.0,100,9.7,18.7,0.0,0.0,3
2024-05-03T22:00,25.6,80,21.9,911.9,100,6.9,16.6,0.0,0.0,3
2024-05-03T23:00,24.7,85,21.9,912.0,96,10.3,18.4,0.0,0.0,3
2024-05-04T00:00,24.5,84,21.6,911.2,94,10.5,16.9,0.0,0.0,3
2024-05-04T01:00,24.1,90,22.3,910.4,77,12.0,20.9,0.0,0.0,2
2024-05-04T02:00,23.9,91,22.4,909.7,81,10.9,20.9,0.0,0.0,3
2024-05-04T03:00,23.7,94,22.6,909.3,97,9.4,18.4,0.0,0.0,3
2024-05-04T04:00,23.4,93,22.2,909.4,95,8.9,15.5,0.0,0.0,3
2024-05-04T05:00,23.2,93,22.0,910.0,44,8.4,14.8,0.0,0.0,1
2024-05-04T06:00,24.0,96,23.3,911.3,28,7.7,13.7,0.0,0.0,1
2024-05-04T07:00,26.2,83,23.1,913.1,60,7.8,17.3,0.0,0.0,2
2024-05-04T08:00,29.0,67,22.3,914.2,92,12.0,25.6,0.0,0.0,3
2024-05-04T09:00,31.7,53,20.9,914.7,98,13.7,30.6,0.0,0.0,3
2024-05-04T10:00,34.5,38,18.2,914.6,99,13.6,31.3,0.0,0.0,3
2024-05-04T11:00,36.4,29,15.5,913.9,97,11.2,31.3,0.0,0.0,3
2024-05-04T12:00,36.2,29,15.1,912.8,100,10.6,28.4,0.0,0.0,3
2024-05-04T13:00,37.4,27,15.1,911.9,96,9.8,27.0,0.0,0.0,3
2024-05-04T14:00,37.9,25,14.2,910.7,88,8.8,26.3,0.0,0.0,3
2024-05-04T15:00,37.5,24,13.2,909.4,96,8.3,24.1,0.0,0.0,3
2024-05-04T16:00,31.9,40,16.7,909.3,88,15.2,32.0,0.1,0.1,51
2024-05-04T17:00,27.2,60,18.7,909.7,70,17.6,42.5,0.0,0.0,2
2024-05-04T18:00,32.8,33,14.3,910.6,100,18.2,28.8,0.0,0.0,3
2024-05-04T19:00,29.8,45,16.7,910.7,100,15.5,33.1,0.0,0.0,3
2024-05-04T20:00,28.9,48,16.9,911.7,100,4.6,25.9,0.0,0.0,3
2024-05-04T21:00,28.1,51,17.0,912.2,96,9.7,15.5,0.0,0.0,3
2024-05-04T22:00,27.1,57,17.9,912.2,75,13.3,21.6,0.0,0.0,2
2024-05-04T23:00,26.6,63,19.1,911.4,0,13.4,22.3,0.0,0.0,0
2024-05-05T00:00,25.9,68,19.6,910.6,27,13.0,22.0,0.0,0.0,1
2024-05-05T01:00,25.2,72,19.8,909.6,15,11.3,21.6,0.0,0.0,0
2024-05-05T02:00,24.9,73,19.8,908.8,0,11.8,19.4,0.0,0.0,0
2024-05-05T03:00,24.2,77,20.0,908.7,0,12.2,20.5,0.0,0.0,0
2024-05-05T04:00,23.7,80,20.0,909.0,0,10.6,20.2,0.0,0.0,0
2024-05-05T05:00,23.2,81,19.8,909.4,0,11.4,19.1,0.0,0.0,0
2024-05-05T06:00,24.3,89,22.3,910.0,0,9.7,16.9,0.0,0.0,0
2024-05-05T07:00,26.2,77,21.8,911.6,0,11.3,22.7,0.0,0.0,0
2024-05-05T08:00,28.6,64,21.1,912.7,0,13.3,28.1,0.0,0.0,0
2024-05-05T09:00,31.0,52,20.1,912.9,0,14.8,32.4,0.0,0.0,0
2024-05-05T10:00,33.3,41,18.5,912.8,8,14.7,33.5,0.0,0.0,0
2024-05-05T11:00,34.9,32,15.7,912.3,17,11.9,33.1,0.0,0.0,0
2024-05-05T12:00,36.0,27,14.1,911.4,13,9.4,29.2,0.0,0.0,0
2024-05-05T13:00,37.0,25,13.5,910.5,12,10.4,27.4,0.0,0.0,0
2024-05-05T14:00,37.7,23,12.8,909.8,90,11.5,28.1,0.0,0.0,3
2024-05-05T15:00,36.7,23,12.0,908.8,100,12.5,27.7,0.0,0.0,3
2024-05-05T16:00,36.0,23,11.8,908.7,90,11.4,27.7,0.0,0.0,3
2024-05-05T17:00,34.0,29,13.4,909.0,49,13.1,23.0,0.0,0.0,1
2024-05-05T18:00,32.7,28,11.8,909.0,11,16.5,27.4,0.0,0.0,0
2024-05-05T19:00,31.3,30,11.4,909.4,8,8.5,27.7,0.0,0.0,0
2024-05-05T20:00,29.9,33,12.0,909.9,5,6.9,13.3,0.0,0.0,0
2024-05-05T21:00,29.4,36,12.8,910.7,22,10.0,14.4,0.0,0.0,1
2024-05-05T22:00,28.6,40,13.9,911.5,12,13.3,23.8,0.0,0.0,0
2024-05-05T23:00,27.4,49,15.9,911.3,2,17.4,29.9,0.0,0.0,0
2024-05-06T00:00,26.6,58,17.6,910.4,0,15.9,29.2,0.0,0.0,0
2024-05-06T01:00,25.6,67,19.0,909.9,0,15.2,26.6,0.0,0.0,0
2024-05-06T02:00,24.9,72,19.5,909.6,0,15.1,25.6,0.0,0.0,0
2024-05-06T03:00,24.2,75,19.6,909.5,0,14.4,25.2,0.0,0.0,0
2024-05-06T04:00,23.7,78,19.7,909.6,0,15.3,25.6,0.0,0.0,0
2024-05-06T05:00,23.3,80,19.6,910.0,41,12.3,25.2,0.0,0.0,1
2024-05-06T06:00,24.0,85,21.3,910.8,31,9.8,17.3,0.0,0.0,1
2024-05-06T07:00,26.0,74,21.1,911.9,16,10.4,22.0,0.0,0.0,0
2024-05-06T08:00,28.9,59,20.1,913.0,16,11.5,25.6,0.0,0.0,0
2024-05-06T09:00,31.9,45,18.5,913.5,1,11.4,27.0,0.0,0.0,0
2024-05-06T10:00,34.4,36,17.0,913.2,16,11.1,28.1,0.0,0.0,0
2024-05-06T11:00,36.1,28,14.5,912.6,28,6.3,27.7,0.0,0.0,1
2024-05-06T12:00,37.4,25,13.8,912.2,10,3.7,22.7,0.0,0.0,0
2024-05-06T13:00,38.9,21,13.0,911.2,24,2.0,19.4,0.0,0.0,1
2024-05-06T14:00,39.3,20,12.0,910.2,80,1.5,17.6,0.0,0.0,3
2024-05-06T15:00,37.4,22,11.8,909.2,94,5.8,15.8,0.0,0.0,3
2024-05-06T16:00,34.3,31,15.0,909.3,63,8.6,32.8,0.0,0.0,2
2024-05-06T17:00,33.9,31,14.5,909.6,35,4.3,21.2,0.0,0.0,1
2024-05-06T18:00,32.1,38,15.9,910.5,24,6.6,14.4,0.0,0.0,1
2024-05-06T19:00,30.5,43,16.6,910.7,9,9.0,17.6,0.0,0.0,0
2024-05-06T20:00,29.6,47,17.1,910.8,11,9.7,15.1,0.0,0.0,0
2024-05-06T21:00,28.7,50,17.2,911.2,44,7.6,17.3,0.0,0.0,1
2024-05-06T22:00,29.0,49,17.1,912.0,33,12.7,19.8,0.0,0.0,1
2024-05-06T23:00,28.8,47,16.3,911.6,22,12.9,23.4,0.0,0.0,1
2024-05-07T00:00,27.2,54,17.0,911.4,12,12.2,20.9,0.0,0.0,0
2024-05-07T01:00,26.1,63,18.5,911.1,0,10.7,20.2,0.0,0.0,0
2024-05-07T02:00,25.4,68,19.0,910.8,11,11.5,19.1,0.0,0.0,0
2024-05-07T03:00,24.7,74,19.6,910.5,4,10.7,18.7,0.0,0.0,0
2024-05-07T04:00,24.1,79,20.3,910.6,1,12.0,19.8,0.0,0.0,0
2024-05-07T05:00,23.7,84,20.8,911.3,19,9.8,19.8,0.0,0.0,0
2024-05-07T06:00,23.6,83,20.6,911.8,14,10.0,17.3,0.0,0.0,0
2024-05-07T07:00,25.3,76,20.7,912.7,0,11.0,22.7,0.0,0.0,0
2024-05-07T08:00,27.8,62,19.9,913.7,0,13.0,27.4,0.0,0.0,0
2024-05-07T09:00,30.3,51,18.9,914.1,0,13.6,30.6,0.0,0.0,0
2024-05-07T10:00,32.2,44,18.3,914.2,7,10.3,30.2,0.0,0.0,0
2024-05-07T11:00,33.7,38,17.6,914.0,16,6.9,27.0,0.0,0.0,0
2024-05-07T12:00,35.0,35,17.3,913.6,58,7.1,23.4,0.0,0.0,2
2024-05-07T13:00,35.4,33,16.9,912.7,46,7.1,23.4,0.0,0.0,1
2024-05-07T14:00,35.9,32,16.6,911.8,100,7.7,23.4,0.0,0.0,3
2024-05-07T15:00,35.0,33,16.3,910.4,100,10.7,23.8,0.0,0.0,3
2024-05-07T16:00,33.0,36,16.1,910.5,50,8.7,24.1,0.0,0.0,2
2024-05-07T17:00,32.8,36,15.9,911.0,78,6.9,19.4,0.1,0.1,51
2024-05-07T18:00,30.4,45,17.2,911.4,37,7.0,15.5,0.0,0.0,1
2024-05-07T19:00,29.3,50,18.0,911.9,80,3.7,11.9,0.0,0.0,3
2024-05-07T20:00,28.6,54,18.3,912.6,95,5.2,6.8,0.0,0.0,3
2024-05-07T21:00,27.9,57,18.6,913.2,95,10.3,16.6,0.0,0.0,3
2024-05-07T22:00,26.8,62,19.0,913.5,96,7.9,16.9,0.0,0.0,3
2024-05-07T23:00,26.1,64,18.9,912.7,87,8.8,14.4,0.0,0.0,3
2024-05-08T00:00,25.5,66,18.8,911.8,100,8.6,14.4,0.0,0.0,3
2024-05-08T01:00,25.1,70,19.2,911.1,97,6.1,14.4,0.0,0.0,3
2024-05-08T02:00,21.7,88,19.7,911.9,100,18.2,37.8,4.1,4.1,63
2024-05-08T03:00,22.1,87,19.9,911.0,96,4.0,29.9,1.7,1.7,61
2024-05-08T04:00,21.8,92,20.4,911.6,100,12.2,19.8,0.3,0.3,51
2024-05-08T05:00,21.5,91,20.0,910.9,100,1.1,21.2,0.1,0.1,51
2024-05-08T06:00,22.4,83,19.4,913.1,100,11.2,17.6,0.0,0.0,3
2024-05-08T07:00,23.9,71,18.4,913.8,100,10.9,25.6,0.0,0.0,3
2024-05-08T08:00,27.0,56,17.6,914.3,100,8.0,21.6,0.0,0.0,3
2024-05-08T09:00,28.8,50,17.4,914.4,100,5.2,20.5,0.0,0.0,3
2024-05-08T10:00,30.2,47,17.5,914.4,100,4.9,18.0,0.0,0.0,3
2024-05-08T11:00,31.5,43,17.4,913.8,100,5.7,19.8,0.0,0.0,3
2024-05-08T12:00,32.6,39,17.0,913.1,100,5.1,19.8,0.0,0.0,3
2024-05-08T13:00,33.5,36,16.5,911.9,100,5.4,19.4,0.0,0.0,3
2024-05-08T14:00,34.0,33,15.6,910.7,100,6.9,20.9,0.0,0.0,3
2024-05-08T15:00,33.8,33,15.3,910.1,100,6.5,21.2,0.0,0.0,3
2024-05-08T16:00,32.2,36,15.4,909.9,100,12.1,25.2,0.0,0.0,3
2024-05-08T17:00,30.8,41,16.1,910.0,100,10.4,25.6,0.0,0.0,3
2024-05-08T18:00,29.5,46,16.6,910.6,38,10.6,19.1,0.0,0.0,1
2024-05-08T19:00,28.3,50,16.7,910.6,73,8.2,16.6,0.0,0.0,2
2024-05-08T20:00,28.0,48,16.1,911.0,98,10.7,16.9,0.0,0.0,3
2024-05-08T21:00,27.5,49,15.8,911.2,96,11.1,17.6,0.0,0.0,3
2024-05-08T22:00,26.9,52,16.4,911.3,100,6.2,17.6,0.0,0.0,3
2024-05-08T23:00,25.3,61,17.2,911.5,100,14.0,25.2,0.0,0.0,3
2024-05-09T00:00,24.8,62,17.0,910.2,100,7.3,23.0,0.0,0.0,3
2024-05-09T01:00,25.0,62,17.3,910.2,100,8.0,13.0,0.0,0.0,3
2024-05-09T02:00,24.2,66,17.5,909.5,75,7.6,13.0,0.0,0.0,2
2024-05-09T03:00,23.7,68,17.4,909.2,2,9.2,14.8,0.0,0.0,0
2024-05-09T04:00,23.1,70,17.4,909.4,0,9.9,16.2,0.0,0.0,0
2024-05-09T05:00,22.6,73,17.5,909.7,3,8.6,15.8,0.0,0.0,0
2024-05-09T06:00,23.7,76,19.3,911.3,93,7.6,12.2,0.0,0.0,3
2024-05-09T07:00,25.6,73,20.3,912.2,88,3.4,11.9,0.0,0.0,3
2024-05-09T08:00,27.9,64,20.3,913.2,98,3.5,14.4,0.0,0.0,3
2024-05-09T09:00,29.7,54,19.4,913.3,95,3.6,18.0,0.0,0.0,3
2024-05-09T10:00,30.5,50,18.8,912.8,63,1.8,16.9,0.1,0.1,51
2024-05-09T11:00,31.6,46,18.5,912.4,80,2.8,15.8,0.0,0.0,3
2024-05-09T12:00,32.4,43,18.1,911.9,99,3.3,19.1,0.0,0.0,3
2024-05-09T13:00,32.8,41,17.9,910.9,96,3.1,17.6,0.0,0.0,3
2024-05-09T14:00,32.7,39,17.1,910.0,100,2.5,17.3,0.0,0.0,3
2024-05-09T15:00,32.7,37,16.2,909.1,100,4.6,15.5,0.0,0.0,3
2024-05-09T16:00,28.8,51,17.8,909.0,98,8.5,22.3,1.8,1.8,61
2024-05-09T17:00,27.1,64,19.6,909.2,100,9.7,31.0,1.7,1.7,61
2024-05-09T18:00,30.6,42,16.1,910.6,42,8.4,19.1,0.0,0.0,1
2024-05-09T19:00,29.1,47,16.6,911.2,69,2.9,13.7,0.0,0.0,2
2024-05-09T20:00,25.0,71,19.4,912.4,71,16.3,28.8,0.8,0.8,53
2024-05-09T21:00,24.2,76,19.6,912.3,33,11.5,27.7,0.1,0.1,51
2024-05-09T22:00,23.9,76,19.5,912.2,59,4.9,19.8,0.0,0.0,2
2024-05-09T23:00,23.6,77,19.4,912.0,70,10.2,16.2,0.0,0.0,2
2024-05-10T00:00,23.3,79,19.5,910.9,97,8.2,16.6,0.0,0.0,3
2024-05-10T01:00,23.2,79,19.3,910.5,100,10.6,17.3,0.0,0.0,3
2024-05-10T02:00,23.1,82,19.8,910.3,98,10.0,17.6,0.0,0.0,3
2024-05-10T03:00,22.8,84,19.9,909.9,99,10.7,17.3,0.0,0.0,3
2024-05-10T04:00,22.5,84,19.7,910.6,80,5.4,17.6,0.0,0.0,3
2024-05-10T05:00,22.4,84,19.7,911.5,60,4.6,8.6,0.0,0.0,2
2024-05-10T06:00,22.8,83,19.7,911.4,8,8.2,15.8,0.0,0.0,0
2024-05-10T07:00,24.9,74,19.8,912.6,3,4.0,13.0,0.0,0.0,0
2024-05-10T08:00,27.4,60,19.0,914.1,34,7.6,19.1,0.0,0.0,1
2024-05-10T09:00,29.1,50,17.5,914.5,60,9.8,24.1,0.0,0.0,2
2024-05-10T10:00,30.0,47,17.4,914.6,31,4.3,24.8,0.0,0.0,1
2024-05-10T11:00,30.7,46,17.9,913.8,8,3.7,18.0,0.0,0.0,0
2024-05-10T12:00,32.0,43,17.9,913.3,60,2.2,17.6,0.1,0.1,51
2024-05-10T13:00,32.1,42,17.5,911.9,16,2.5,16.9,0.0,0.0,0
2024-05-10T14:00,33.0,39,17.2,910.7,13,1.1,16.9,0.0,0.0,0
2024-05-10T15:00,32.9,39,17.0,910.1,39,7.4,21.2,0.0,0.0,1
2024-05-10T16:00,31.7,42,17.1,909.9,98,17.0,31.3,0.4,0.4,51
2024-05-10T17:00,25.2,75,20.4,910.7,100,11.1,34.6,5.3,5.3,63
2024-05-10T18:00,29.0,48,16.8,910.9,75,9.1,18.4,0.0,0.0,2
2024-05-10T19:00,25.9,67,19.3,910.9,66,13.5,32.4,0.0,0.0,2
2024-05-10T20:00,24.5,70,18.6,912.3,68,15.2,25.6,0.0,0.0,2
2024-05-10T21:00,24.1,74,19.2,912.8,44,9.3,25.6,0.0,0.0,1
2024-05-10T22:00,23.9,75,19.3,914.4,52,5.0,14.8,0.1,0.1,51
2024-05-10T23:00,23.3,78,19.4,913.1,27,10.5,17.6,0.1,0.1,51
2024-05-11T00:00,23.0,79,19.1,912.0,17,6.8,16.9,0.0,0.0,0
2024-05-11T01:00,22.7,81,19.2,911.3,65,4.7,10.8,0.0,0.0,2
2024-05-11T02:00,22.3,83,19.2,911.1,59,7.4,12.2,0.0,0.0,2
2024-05-11T03:00,22.0,85,19.3,910.8,79,3.6,11.5,0.0,0.0,2
2024-05-11T04:00,22.0,85,19.4,911.0,85,4.6,6.5,0.0,0.0,3
2024-05-11T05:00,21.7,87,19.3,911.2,41,4.6,5.4,0.0,0.0,1
2024-05-11T06:00,22.2,90,20.4,912.3,100,6.7,9.0,0.0,0.0,3
2024-05-11T07:00,24.7,71,19.2,913.8,100,4.6,11.5,0.0,0.0,3
2024-05-11T08:00,26.8,55,17.1,914.4,100,5.7,14.8,0.0,0.0,3
2024-05-11T09:00,29.2,44,15.7,914.6,33,6.9,19.1,0.0,0.0,1
2024-05-11T10:00,30.9,39,15.4,914.3,74,5.8,20.2,0.0,0.0,2
2024-05-11T11:00,32.1,36,15.3,914.2,45,4.1,19.1,0.0,0.0,1
2024-05-11T12:00,32.9,35,15.4,913.3,1,5.4,19.8,0.0,0.0,0
2024-05-11T13:00,33.8,35,16.0,912.4,46,5.1,19.8,0.0,0.0,1
2024-05-11T14:00,33.9,34,15.7,911.5,99,5.6,19.1,0.0,0.0,3
2024-05-11T15:00,34.0,32,15.0,910.3,96,9.8,22.3,0.0,0.0,3
2024-05-11T16:00,32.0,37,15.5,910.2,93,14.3,26.3,0.0,0.0,3
2024-05-11T17:00,29.0,55,19.1,910.5,98,16.7,33.1,0.0,0.0,3
2024-05-11T18:00,29.7,48,17.4,911.7,98,12.4,20.9,0.0,0.0,3
2024-05-11T19:00,28.4,53,17.8,912.0,100,8.0,20.9,0.0,0.0,3
2024-05-11T20:00,27.8,55,17.9,913.1,91,12.5,20.5,0.0,0.0,3
2024-05-11T21:00,26.8,61,18.5,913.6,86,14.5,23.0,0.0,0.0,3
2024-05-11T22:00,26.1,68,19.7,914.0,99,12.8,24.1,0.0,0.0,3
2024-05-11T23:00,25.5,73,20.2,913.5,97,10.1,20.9,0.0,0.0,3
2024-05-12T00:00,23.8,79,20.0,913.3,89,14.4,22.3,0.5,0.5,53
2024-05-12T01:00,22.0,87,19.6,911.7,23,9.2,27.4,0.1,0.1,51
2024-05-12T02:00,22.0,87,19.8,911.0,89,5.6,16.2,0.0,0.0,3
2024-05-12T03:00,22.3,85,19.6,910.5,100,3.3,9.7,0.0,0.0,3
2024-05-12T04:00,22.3,86,19.8,911.0,100,2.2,5.4,0.0,0.0,3
2024-05-12T05:00,22.1,88,19.9,911.2,100,5.1,8.3,0.0,0.0,3
2024-05-12T06:00,24.3,75,19.6,912.3,9,5.9,8.3,0.0,0.0,0
2024-05-12T07:00,26.5,66,19.7,914.1,74,5.4,13.0,0.0,0.0,2
2024-05-12T08:00,28.0,60,19.5,915.3,80,6.5,18.7,0.0,0.0,3
2024-05-12T09:00,29.0,57,19.7,915.0,77,5.4,21.2,0.0,0.0,2
2024-05-12T10:00,29.9,55,19.9,914.5,94,1.5,20.5,0.2,0.2,51
2024-05-12T11:00,30.9,52,19.9,914.1,87,3.1,18.7,0.0,0.0,3
2024-05-12T12:00,31.8,47,19.2,913.5,100,4.8,19.1,0.0,0.0,3
2024-05-12T13:00,30.6,48,18.2,911.8,95,11.5,25.2,0.0,0.0,3
2024-05-12T14:00,29.2,56,19.4,911.4,67,18.1,36.4,0.1,0.1,51
2024-05-12T15:00,30.2,51,19.0,910.6,78,12.2,36.4,0.1,0.1,51
2024-05-12T16:00,29.9,53,19.3,910.2,93,3.7,26.6,0.5,0.5,53
2024-05-12T17:00,28.8,56,19.2,910.6,100,6.8,15.5,0.2,0.2,51
2024-05-12T18:00,27.5,66,20.6,911.4,97,3.7,8.3,0.0,0.0,3
2024-05-12T19:00,26.2,70,20.2,912.1,100,10.9,16.9,0.1,0.1,51
2024-05-12T20:00,23.7,83,20.6,912.9,100,8.1,21.6,3.9,3.9,63
2024-05-12T21:00,23.5,89,21.5,912.8,98,9.4,14.4,0.0,0.0,3
2024-05-12T22:00,23.3,86,20.8,912.6,100,4.2,17.6,0.1,0.1,51
2024-05-12T23:00,22.9,88,20.7,912.4,100,3.5,6.8,0.0,0.0,3
2024-05-13T00:00,22.6,90,21.0,912.0,98,7.9,12.2,0.8,0.8,53
2024-05-13T01:00,21.2,95,20.3,912.0,100,10.4,26.6,2.8,2.8,63
2024-05-13T02:00,21.6,88,19.6,911.5,82,8.2,16.9,0.1,0.1,51
2024-05-13T03:00,21.5,89,19.5,910.4,52,4.3,14.4,0.2,0.2,51
2024-05-13T04:00,21.0,94,19.9,909.9,85,3.0,7.9,0.1,0.1,51
2024-05-13T05:00,20.8,95,20.0,910.3,99,2.2,4.7,0.0,0.0,3
2024-05-13T06:00,21.3,91,19.9,912.8,30,11.1,22.3,0.6,0.6,53
2024-05-13T07:00,22.4,87,20.2,913.6,37,6.4,18.0,0.1,0.1,51
2024-05-13T08:00,24.9,77,20.7,914.1,100,4.3,14.8,0.0,0.0,3
2024-05-13T09:00,27.5,66,20.5,914.1,99,4.0,16.9,0.0,0.0,3
